title,url,pageid,source_category,instance_of,wikidata_qid,founded,dissolved,validation
"St. Joseph Academy (Des Moines, Iowa)","https://en.wikipedia.org/wiki/St._Joseph_Academy_(Des_Moines,_Iowa)",45477939,"Schools in Des Moines, Iowa",school,Q20709772,,,school
David W. Smouse Opportunity School,https://en.wikipedia.org/wiki/David_W._Smouse_Opportunity_School,35044490,"Schools in Des Moines, Iowa",school|school building,Q5240740,,,school
University of Lawsonomy,https://en.wikipedia.org/wiki/University_of_Lawsonomy,64589042,"Schools in Des Moines, Iowa",university,Q97574717,1943,,out_of_scope
Chisholm High School,https://en.wikipedia.org/wiki/Chisholm_High_School,4614639,"Schools in Enid, Oklahoma",high school,Q5102089,1973,,school
Chisholm Public Schools,https://en.wikipedia.org/wiki/Chisholm_Public_Schools,26519304,"Schools in Enid, Oklahoma",school district,Q14708407,,,out_of_scope
Enid High School,https://en.wikipedia.org/wiki/Enid_High_School,3822342,"Schools in Enid, Oklahoma",high school,Q5378873,1884,,school
Enid Public Schools,https://en.wikipedia.org/wiki/Enid_Public_Schools,22596575,"Schools in Enid, Oklahoma",school district,Q5378887,,,out_of_scope
"Jackson School (Enid, Oklahoma)","https://en.wikipedia.org/wiki/Jackson_School_(Enid,_Oklahoma)",27166872,"Schools in Enid, Oklahoma",school building,Q6117362,,,school
Northern Oklahoma College,https://en.wikipedia.org/wiki/Northern_Oklahoma_College,12782606,"Schools in Enid, Oklahoma",college|public educational institution of the United States,Q7058805,1901,,school
Northwestern Oklahoma State University,https://en.wikipedia.org/wiki/Northwestern_Oklahoma_State_University,1527673,"Schools in Enid, Oklahoma",university|public educational institution of the United States,Q7060359,1897,,school
Oklahoma Bible Academy,https://en.wikipedia.org/wiki/Oklahoma_Bible_Academy,9256649,"Schools in Enid, Oklahoma",religious school,Q7082114,1911,,school
Phillips University,https://en.wikipedia.org/wiki/Phillips_University,1458792,"Schools in Enid, Oklahoma",university,Q7185942,1906,1998,out_of_scope
Pioneer-Pleasant Vale Schools,https://en.wikipedia.org/wiki/Pioneer-Pleasant_Vale_Schools,31857236,"Schools in Enid, Oklahoma",school district,Q7196626,,,out_of_scope
Academy for Innovative Studies (Evansville),https://en.wikipedia.org/wiki/Academy_for_Innovative_Studies_(Evansville),41037963,"Schools in Evansville, Indiana",school,Q16974162,2012,,school
Benjamin Bosse High School,https://en.wikipedia.org/wiki/Benjamin_Bosse_High_School,4557109,"Schools in Evansville, Indiana",high school,Q4888312,1924,,school
Evansville Central High School,https://en.wikipedia.org/wiki/Evansville_Central_High_School,4582205,"Schools in Evansville, Indiana",high school,Q5416022,1854,,school
Evansville Christian School,https://en.wikipedia.org/wiki/Evansville_Christian_School,20970662,"Schools in Evansville, Indiana",school,Q5416023,1975,,school
Evansville Day School,https://en.wikipedia.org/wiki/Evansville_Day_School,12302986,"Schools in Evansville, Indiana",school,Q5416028,1946,,school
Evansville Lutheran School,https://en.wikipedia.org/wiki/Evansville_Lutheran_School,21141297,"Schools in Evansville, Indiana",school,Q5416034,1971,,school
FJ Reitz High School,https://en.wikipedia.org/wiki/FJ_Reitz_High_School,3213446,"Schools in Evansville, Indiana",high school,Q5426003,1918,,school
"Mater Dei High School (Evansville, Indiana)","https://en.wikipedia.org/wiki/Mater_Dei_High_School_(Evansville,_Indiana)",3495045,"Schools in Evansville, Indiana",high school,Q6786502,1949,,school
North High School (Indiana),https://en.wikipedia.org/wiki/North_High_School_(Indiana),3213690,"Schools in Evansville, Indiana",high school,Q7055607,1956,,school
Reitz Memorial High School,https://en.wikipedia.org/wiki/Reitz_Memorial_High_School,3526424,"Schools in Evansville, Indiana",high school|Catholic school,Q7310511,1925,,school
Rex Mundi High School,https://en.wikipedia.org/wiki/Rex_Mundi_High_School,3493734,"Schools in Evansville, Indiana",secondary school,Q7319263,,,school
Signature School,https://en.wikipedia.org/wiki/Signature_School,44164643,"Schools in Evansville, Indiana",high school,Q18378409,2002,,school
Southern Indiana Career & Technical Center,https://en.wikipedia.org/wiki/Southern_Indiana_Career_&_Technical_Center,19156490,"Schools in Evansville, Indiana",high school,Q7570034,2007,,school
"Walnut Street School (Evansville, Indiana)","https://en.wikipedia.org/wiki/Walnut_Street_School_(Evansville,_Indiana)",51503593,"Schools in Evansville, Indiana",school building,Q28124673,,,school
"William Henry Harrison High School (Evansville, Indiana)","https://en.wikipedia.org/wiki/William_Henry_Harrison_High_School_(Evansville,_Indiana)",7046691,"Schools in Evansville, Indiana",high school,Q8012032,1962,,school
Fairbanks City Hall,https://en.wikipedia.org/wiki/Fairbanks_City_Hall,45635259,"Schools in Fairbanks, Alaska",school building,Q19868022,,,school
Lathrop High School (Alaska),https://en.wikipedia.org/wiki/Lathrop_High_School_(Alaska),3280822,"Schools in Fairbanks, Alaska",high school|public school,Q6495961,1955,,school
Bradshaw High School,https://en.wikipedia.org/wiki/Bradshaw_High_School,70394067,"Schools in Florence, Alabama",high school,Q111940119,,,school
Burrell Normal School,https://en.wikipedia.org/wiki/Burrell_Normal_School,74928403,"Schools in Florence, Alabama",primary school|Black school|grammar school|normal school|school,Q122848768,1903,,school
