Title,Page ID,URL,State,City,County,Extracted State,School Type,Direct Parent Category
"Asbury Manual Labor School",66301344,"https://en.wikipedia.org/wiki/Asbury_Manual_Labor_School","Alabama","","","Alabama","unknown","Boarding schools in Alabama"
"Athens High School (Alabama)",10087529,"https://en.wikipedia.org/wiki/Athens_High_School_(Alabama)","Alabama","Athens, Alabama","","Alabama","public","Public high schools in Alabama"
"Auburn High School (Alabama)",2534578,"https://en.wikipedia.org/wiki/Auburn_High_School_(Alabama)","Alabama","Auburn, Alabama","","Alabama","public","Public high schools in Alabama"
"Auburn High School Tigers",18653931,"https://en.wikipedia.org/wiki/Auburn_High_School_Tigers","Alabama","Auburn","","Alabama","unknown","Auburn High School (Alabama)"
"Austin High School (Alabama)",4560586,"https://en.wikipedia.org/wiki/Austin_High_School_(Alabama)","Alabama","Decatur, Alabama","","Alabama","public","Public high schools in Alabama"
"Autauga Academy",52466977,"https://en.wikipedia.org/wiki/Autauga_Academy","Alabama","Prattville, Alabama","","Alabama","private","Private K–12 schools in Alabama"
"Baker High School (Alabama)",13805405,"https://en.wikipedia.org/wiki/Baker_High_School_(Alabama)","Alabama","Mobile, Alabama","Mobile County","Alabama","public","High schools in Mobile County, Alabama"
"Baldwin County High School",7040313,"https://en.wikipedia.org/wiki/Baldwin_County_High_School","Alabama","Bay Minette, Alabama","","Alabama","public","Public high schools in Alabama"
"Beauregard High School",28270698,"https://en.wikipedia.org/wiki/Beauregard_High_School","Alabama","Beauregard, Alabama","","Alabama","public","Public high schools in Alabama"
"Ben C. Rain High School",73112900,"https://en.wikipedia.org/wiki/Ben_C._Rain_High_School","Alabama","Mobile, Alabama","","Alabama","unknown","High schools in Mobile, Alabama"
"Benjamin Russell High School",81727379,"https://en.wikipedia.org/wiki/Benjamin_Russell_High_School","Alabama","Alexander City, Alabama","","Alabama","public","Public high schools in Alabama"
"Berry High School",13639896,"https://en.wikipedia.org/wiki/Berry_High_School","Alabama","Berry, Alabama","Fayette County","Alabama","public","Public high schools in Alabama"
"Bessemer Academy",67788892,"https://en.wikipedia.org/wiki/Bessemer_Academy","Alabama","<!-- or","Jefferson County, Alabama","Alabama","private","Private K–12 schools in Alabama"
"Bessemer City High School (Alabama)",48275188,"https://en.wikipedia.org/wiki/Bessemer_City_High_School_(Alabama)","Alabama","Bessemer, Alabama","","Alabama","public","Public high schools in Alabama"
"Bibb County High School",37896633,"https://en.wikipedia.org/wiki/Bibb_County_High_School","Alabama","Centreville, Alabama","","Alabama","public","Public high schools in Alabama"
"Billingsley High School",5437585,"https://en.wikipedia.org/wiki/Billingsley_High_School","Alabama","Billingsley, Alabama","","Alabama","public","Public K–12 schools in Alabama"
"Bob Jones High School",6725919,"https://en.wikipedia.org/wiki/Bob_Jones_High_School","Alabama","Madison, Alabama","","Alabama","public","Public high schools in Alabama"
"Booker T. Washington High School (Tuskegee, Alabama)",68307358,"https://en.wikipedia.org/wiki/Booker_T._Washington_High_School_(Tuskegee,_Alabama)","Alabama","","","collapsed","public","Public high schools in Alabama"
"Booker T. Washington Magnet High School",62623717,"https://en.wikipedia.org/wiki/Booker_T._Washington_Magnet_High_School","Alabama","Montgomery, Alabama","","Alabama","unknown","Magnet schools in Alabama"
"Booker T. Washington School (Montgomery, Alabama)",70243353,"https://en.wikipedia.org/wiki/Booker_T._Washington_School_(Montgomery,_Alabama)","Alabama","","","collapsed","unknown","Historically segregated African-American schools in Alabama"
"Bradshaw High School",70394067,"https://en.wikipedia.org/wiki/Bradshaw_High_School","Alabama","Florence","","Alabama","public","Public high schools in Alabama"
"Brewbaker Technology Magnet High School",24963145,"https://en.wikipedia.org/wiki/Brewbaker_Technology_Magnet_High_School","Alabama","Montgomery, Alabama","","Alabama","unknown","High schools in Montgomery, Alabama"
"Briarwood Christian School",21348507,"https://en.wikipedia.org/wiki/Briarwood_Christian_School","Alabama","Birmingham, Alabama","","Alabama","unknown","High schools in Birmingham, Alabama"
"Brooks High School (Alabama)",16794699,"https://en.wikipedia.org/wiki/Brooks_High_School_(Alabama)","Alabama","","","Alabama","public","Public high schools in Alabama"
"Brookwood High School (Alabama)",27810638,"https://en.wikipedia.org/wiki/Brookwood_High_School_(Alabama)","Alabama","Brookwood, Alabama","","Alabama","public","Public high schools in Alabama"
"Buckhorn High School",10735667,"https://en.wikipedia.org/wiki/Buckhorn_High_School","Alabama","New Market, Alabama","","Alabama","public","Public high schools in Alabama"
"Bullock County High School",66239280,"https://en.wikipedia.org/wiki/Bullock_County_High_School","Alabama","","","Alabama","public","Public high schools in Alabama"
"Burrell Normal School",74928403,"https://en.wikipedia.org/wiki/Burrell_Normal_School","Alabama","Florence","","Alabama","unknown","Historically segregated African-American schools in Alabama"
"Calera High School",4680156,"https://en.wikipedia.org/wiki/Calera_High_School","Alabama","Calera, Alabama","Shelby County","Alabama","public","Public high schools in Alabama"
"Calhoun Colored School",13708677,"https://en.wikipedia.org/wiki/Calhoun_Colored_School","Alabama","<!-- or","Lowndes","Alabama","unknown","Historically segregated African-American schools in Alabama"
"Camden Academy",71387630,"https://en.wikipedia.org/wiki/Camden_Academy","Alabama","30 Claiborne Street","","Alabama","unknown","Boarding schools in Alabama"
"Carbon Hill High School",10706749,"https://en.wikipedia.org/wiki/Carbon_Hill_High_School","Alabama","","","Alabama","public","Public high schools in Alabama"
"Carroll High School (Alabama)",17687493,"https://en.wikipedia.org/wiki/Carroll_High_School_(Alabama)","Alabama","Ozark, Alabama","","Alabama","public","Public high schools in Alabama"
"Center Point High School",30696515,"https://en.wikipedia.org/wiki/Center_Point_High_School","Alabama","Center Point, Alabama","","Alabama","unknown","High schools in Birmingham, Alabama"
"Centerville Industrial Institute",69574971,"https://en.wikipedia.org/wiki/Centerville_Industrial_Institute","Alabama","1621 Montgomery Hwy","","U.S.","unknown","Historically segregated African-American schools in Alabama"
"Central Alabama Academy",55857610,"https://en.wikipedia.org/wiki/Central_Alabama_Academy","Alabama","Montgomery","","Alabama","private","Private K–12 schools in Alabama"
"Central Alabama Institute",64375036,"https://en.wikipedia.org/wiki/Central_Alabama_Institute","Alabama","Huntsville","","Alabama","unknown","Historically segregated African-American schools in Alabama"
"Central High School (Hayneville, Alabama)",67292324,"https://en.wikipedia.org/wiki/Central_High_School_(Hayneville,_Alabama)","Alabama","Hayneville, Alabama","Lowndes County, Alabama","Alabama","public","Public high schools in Alabama"
"Central High School (Phenix City, Alabama)",72830934,"https://en.wikipedia.org/wiki/Central_High_School_(Phenix_City,_Alabama)","Alabama","Phenix City, Alabama","Russell County, Alabama","Alabama","unknown","High schools in Alabama"
"Central High School (Tuscaloosa, Alabama)",12404736,"https://en.wikipedia.org/wiki/Central_High_School_(Tuscaloosa,_Alabama)","Alabama","Tuscaloosa, Alabama","","Alabama","public","Public high schools in Alabama"
"Central High School of Clay County",40883862,"https://en.wikipedia.org/wiki/Central_High_School_of_Clay_County","Alabama","Lineville, Alabama","","Alabama","public","Public high schools in Alabama"
"Charles Henderson High School",11946336,"https://en.wikipedia.org/wiki/Charles_Henderson_High_School","Alabama","Troy, Alabama","","Alabama","public","Public high schools in Alabama"
"Chelsea High School (Alabama)",8390636,"https://en.wikipedia.org/wiki/Chelsea_High_School_(Alabama)","Alabama","Chelsea, Alabama","","Alabama","public","Public high schools in Alabama"
"Cherokee High School (Alabama)",11593916,"https://en.wikipedia.org/wiki/Cherokee_High_School_(Alabama)","Alabama","Cherokee, Alabama","","Alabama","public","Public high schools in Alabama"
"Chilton County High School",3022039,"https://en.wikipedia.org/wiki/Chilton_County_High_School","Alabama","Clanton, Alabama","","Alabama","public","Public high schools in Alabama"
"Citronelle High School",51193004,"https://en.wikipedia.org/wiki/Citronelle_High_School","Alabama","Citronelle, Alabama","Mobile County","Alabama","public","High schools in Mobile County, Alabama"
"Clarke County High School (Alabama)",22319759,"https://en.wikipedia.org/wiki/Clarke_County_High_School_(Alabama)","Alabama","Grove Hill, Alabama","Clarke County, Alabama","Alabama","public","Public high schools in Alabama"
"Clarke Preparatory School",56298606,"https://en.wikipedia.org/wiki/Clarke_Preparatory_School","Alabama","<!-- or","","Alabama","private","Private K–12 schools in Alabama"
"Clay-Chalkville High School",6696194,"https://en.wikipedia.org/wiki/Clay-Chalkville_High_School","Alabama","Pinson, Alabama","","Alabama","public","Public high schools in Alabama"
"Cleburne County High School",61933445,"https://en.wikipedia.org/wiki/Cleburne_County_High_School","Alabama","911 Willoughby St.","","collapsed","public","Public high schools in Alabama"
"Coffee High School (Alabama)",44079392,"https://en.wikipedia.org/wiki/Coffee_High_School_(Alabama)","Alabama","Florence","","Alabama","public","Public high schools in Alabama"
"Cold Springs High School",10692862,"https://en.wikipedia.org/wiki/Cold_Springs_High_School","Alabama","Bremen, Alabama","","Alabama","public","Public high schools in Alabama"
"Coosa Valley Academy",59224557,"https://en.wikipedia.org/wiki/Coosa_Valley_Academy","Alabama","Harpersville, Alabama","Shelby County","Alabama","private","Private high schools in Alabama"
"Corner High School",48072599,"https://en.wikipedia.org/wiki/Corner_High_School","Alabama","Dora, Alabama","","Alabama","public","Public high schools in Alabama"
"Cullman High School",8639368,"https://en.wikipedia.org/wiki/Cullman_High_School","Alabama","Cullman, Alabama","","Alabama","public","Public high schools in Alabama"
"Curry High School",10692948,"https://en.wikipedia.org/wiki/Curry_High_School","Alabama","","","Alabama","public","Public high schools in Alabama"
"Dallas County High School",40856872,"https://en.wikipedia.org/wiki/Dallas_County_High_School","Alabama","Plantersville, Alabama","","Alabama","public","Public high schools in Alabama"
"Danville High School (Alabama)",38501587,"https://en.wikipedia.org/wiki/Danville_High_School_(Alabama)","Alabama","Danville, Alabama","","collapsed","public","Public high schools in Alabama"
"Daphne High School",5630170,"https://en.wikipedia.org/wiki/Daphne_High_School","Alabama","Daphne, Alabama","","Alabama","public","Public high schools in Alabama"
"Dauphin Island School",74324197,"https://en.wikipedia.org/wiki/Dauphin_Island_School","Alabama","1016 Bienville Boulevard","Mobile County","Alabama","public","Schools in Mobile County, Alabama"
"Davidson High School (Mobile, Alabama)",11276305,"https://en.wikipedia.org/wiki/Davidson_High_School_(Mobile,_Alabama)","Alabama","Mobile, Alabama","","Alabama","unknown","High schools in Mobile, Alabama"
"Decatur High School (Alabama)",4234242,"https://en.wikipedia.org/wiki/Decatur_High_School_(Alabama)","Alabama","Decatur, Alabama","","Alabama","public","Public high schools in Alabama"
"Decatur Negro High School",62468063,"https://en.wikipedia.org/wiki/Decatur_Negro_High_School","Alabama","Decatur, Alabama","","Alabama","public","Public high schools in Alabama"
"Deshler High School (Alabama)",31304143,"https://en.wikipedia.org/wiki/Deshler_High_School_(Alabama)","Alabama","Tuscumbia, Alabama","","Alabama","public","Public high schools in Alabama"
"Dothan High School (Dothan, Alabama)",3371597,"https://en.wikipedia.org/wiki/Dothan_High_School_(Dothan,_Alabama)","Alabama","Dothan, Alabama","","Alabama","public","Public high schools in Alabama"
